,mark,price,produced_year,imported_year,type,hurd,hodolguur,distance_num,motor_vol
63,Toyota Camry,53.5,2018,2024,Суудлын тэрэг,False,Цахилгаан,98000.0,2.0
64,Toyota Land Cruiser Prado,43.5,2006,2015,Жийп,False,Бензин,222222.0,2.0
65,Toyota Prius 30,13.8,2011,2016,Суудлын тэрэг,False,Хайбрид,175000.0,6.0
66,Toyota Camry,33.0,2014,2022,Суудлын тэрэг,False,Хайбрид,120000.0,2.0
67,Hyundai Sonata,10.0,2012,2016,Суудлын тэрэг,True,Газ,300000.0,1.0
68,Toyota Sai,25.0,2010,2024,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
69,Toyota 4Runner,125.0,2019,2023,Жийп,True,Бензин,45000.0,4.0
70,Toyota Land Cruiser 200,148.0,2018,2018,Жийп,True,Дизель,80000.0,4.0
71,Mercedes-Benz G-Class,58.0,2003,2010,Жийп,True,Бензин,150000.0,5.0
72,Toyota Prius 30,23.3,2010,2024,Суудлын тэрэг,False,Хайбрид,118000.0,1.0
73,Lexus RX,68.0,2013,2024,Суудлын тэрэг,False,Бензин,261000.0,
74,Toyota Sai,18.5,2010,2020,Суудлын тэрэг,False,Хайбрид,219515.0,2.0
75,Toyota Vellfire,82.0,2016,2024,Гэр бүлийн,False,Хайбрид,135000.0,2.0
76,Toyota Prius 30,20.5,2013,2021,Суудлын тэрэг,False,Бензин,125000.0,1.0
77,Subaru Forester,36.0,2014,2023,Жийп,False,Бензин,182000.0,2.0
78,Toyota Prius 30,19.0,2011,2021,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
79,Toyota Prius 40,34.5,2015,2024,Суудлын тэрэг,False,Хайбрид,134000.0,1.0
80,Toyota Prius 20,12.5,2008,2018,Суудлын тэрэг,False,Хайбрид,5000.0,1.0
81,Toyota Camry,31.0,2012,2024,Суудлын тэрэг,False,Хайбрид,120000.0,2.0
82,Toyota Prius 20,21.0,2006,2023,Гэр бүлийн,False,Хайбрид,200000.0,1.0
83,Toyota Tundra,135.0,2017,2022,Жийп,True,Бензин,66000.0,5.0
84,Toyota Crown,56.0,2016,2024,Суудлын тэрэг,False,Хайбрид,77000.0,2.0
85,Toyota Ist,5.0,2004,2012,Суудлын тэрэг,False,Бензин,100000.0,1.0
86,Toyota Prius 30,29.0,2015,2024,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
87,Toyota Prius 40,25.0,2013,2021,Суудлын тэрэг,False,Хайбрид,90000.0,1.0
88,Toyota Prius 30,22.0,2013,2022,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
89,Toyota Land Cruiser Prado,98.0,2014,2024,Жийп,False,Бензин,82000.0,2.0
90,Toyota Land Cruiser Prado,149.8,2023,2024,Жийп,False,Бензин,38000.0,2.0
91,Toyota Prius 40,29.9,2013,2024,Суудлын тэрэг,False,Хайбрид,169721.0,1.0
92,Toyota Prius 40,32.5,2015,2023,Суудлын тэрэг,False,Хайбрид,280000.0,1.0
93,Toyota Prius 30,26.3,2012,2023,Суудлын тэрэг,False,Хайбрид,179000.0,1.0
94,Toyota Crown,85.0,2020,2023,Суудлын тэрэг,False,Хайбрид,108000.0,2.0
95,Toyota Land Cruiser Prado,73.0,2007,2024,Жийп,False,Бензин,122000.0,4.0
96,Lexus RX,75.0,2013,2023,Жийп,False,Хайбрид,55000.0,4.0
97,BMW X5,83.0,2016,2022,Жийп,False,Дизель,110000.0,3.0
98,Toyota Prius 40,24.0,2012,2021,Суудлын тэрэг,False,Бензин,180000.0,1.0
99,Toyota Aqua,13.0,2012,2021,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
100,Toyota Land Cruiser 300,190.0,2023,2024,Жийп,False,Дизель,10000.0,3.0
101,Nissan Tiida,9.5,2011,2021,Суудлын тэрэг,False,Бензин,150000.0,1.0
102,Lexus RX,44.5,2010,2021,Жийп,False,Хайбрид,170000.0,3.0
103,Toyota Tundra,135.0,2017,2018,Жийп,True,Бензин,128000.0,5.0
104,Toyota Land Cruiser 300,225.0,2023,2024,Жийп,True,Бензин,15000.0,4.0
105,Mercedes-Benz E-Class,38.0,2011,2019,Суудлын тэрэг,True,Бензин,80000.0,3.0
106,Lexus RX,88.0,2017,2024,Жийп,False,Хайбрид,116000.0,3.0
107,Toyota Land Cruiser 105,55.0,2007,2013,Жийп,True,Дизель,200000.0,4.0
108,Toyota Prius 40,27.8,2014,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
109,Lexus LX,218.0,2016,2016,Жийп,True,Дизель,80000.0,4.0
110,Toyota Prius 40,23.5,2013,2020,Суудлын тэрэг,False,Хайбрид,100000.0,1.0
111,Toyota C-HR,48.0,2018,2020,Суудлын тэрэг,False,Бензин,48000.0,1.0
112,Toyota Prius 40,37.0,2017,2022,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
113,Audi A3,25.0,2013,2017,Суудлын тэрэг,True,Дизель,63000.0,1.0
114,Toyota Prius 40,29.2,2013,2024,Суудлын тэрэг,False,Хайбрид,178000.0,1.0
115,Toyota Prius 20,9.0,2004,2014,Суудлын тэрэг,True,Бензин,12000.0,4.0
116,Toyota Highlander,48.0,2008,2024,Жийп,True,Бензин,210000.0,3.0
117,Toyota Estima,33.0,2010,2024,Гэр бүлийн,False,Бензин,148000.0,2.0
118,Toyota Harrier,62.0,2015,2022,Жийп,False,Хайбрид,120000.0,2.0
119,Toyota Prius 40,37.0,2015,2024,Суудлын тэрэг,False,Хайбрид,123000.0,1.0
120,Toyota Land Cruiser 200,75.0,2009,2010,Жийп,True,Дизель,20000.0,4.0
121,Toyota Prius 40,29.5,2015,2020,Суудлын тэрэг,False,Хайбрид,83100.0,1.0
122,Lexus RX,57.0,2013,2018,Жийп,True,Бензин,65000.0,3.0
123,Toyota Hilux,52.0,2008,2021,Жийп,False,Бензин,194000.0,2.0
124,Lexus HS,26.8,2010,2022,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
125,Toyota Prius 30,22.5,2010,2023,Суудлын тэрэг,False,Бензин,190000.0,
126,Toyota Prius 30,13.5,2012,2017,Суудлын тэрэг,False,Хайбрид,260000.0,1.0
127,Toyota Land Cruiser Prado,114.0,2019,2022,Жийп,False,Бензин,55000.0,2.0
128,Toyota Prius 30,23.0,2014,2024,Суудлын тэрэг,False,Бензин,2000000.0,1.0
129,Toyota Harrier,52.0,2014,2021,Жийп,False,Хайбрид,160000.0,2.0
130,Toyota Allion,11.0,2007,2016,Суудлын тэрэг,False,Бензин,100000.0,1.0
131,Toyota Prius 40,29.5,2012,2024,Гэр бүлийн,False,Хайбрид,840000.0,1.0
132,Toyota Prius 20,10.5,2006,2015,Суудлын тэрэг,False,Бензин,175000.0,1.0
133,Toyota Prius 40,19.5,2013,2018,Суудлын тэрэг,False,Хайбрид,237000.0,1.0
134,Toyota Alphard,76.0,2017,2024,Гэр бүлийн,False,Хайбрид,98000.0,2.0
135,Toyota Prius 40,35.6,2015,2024,Гэр бүлийн,False,Хайбрид,122000.0,1.0
136,Mercedes-Benz GL-Class,35.0,2008,2009,Жийп,True,Бензин,120000.0,1.0
137,Toyota Crown,36.5,2014,2024,Суудлын тэрэг,False,Бензин,100000.0,2.0
138,Volkswagen Golf,21.0,2013,2022,Гэр бүлийн,False,Бензин,109000.0,1.0
139,Toyota Harrier,38.0,2007,2021,Суудлын тэрэг,False,Бензин,165000.0,3.0
140,Hyundai Avante,6.0,2007,2010,Суудлын тэрэг,True,Бензин,230000.0,1.0
141,Toyota Aqua,12.0,2012,2021,Суудлын тэрэг,False,Хайбрид,3000000.0,1.0
142,Toyota Land Cruiser 200,125.0,2015,2015,Жийп,True,Дизель,154000.0,4.0
143,Toyota Estima,49.9,2012,2022,Гэр бүлийн,False,Бензин,149000.0,3.0
144,Toyota Aqua,20.0,2015,2024,Суудлын тэрэг,False,Хайбрид,104000.0,1.0
145,Toyota Vellfire,60.0,2013,2023,Гэр бүлийн,False,Бензин,205000.0,3.0
146,Toyota Prius 30,17.0,2014,2020,Суудлын тэрэг,False,Хайбрид,2900000.0,1.0
147,Toyota Prius 30,21.0,2013,2022,Суудлын тэрэг,False,Бензин,300000.0,1.0
148,Toyota Vanguard,27.0,2009,2018,Жийп,False,Бензин,230000.0,3.0
149,Nissan Note,5.0,2006,2013,Суудлын тэрэг,False,Бензин,50000.0,1.0
150,Toyota Prius 40,25.5,2011,2024,Суудлын тэрэг,False,Хайбрид,210000.0,1.0
151,Lexus RX,130.0,2016,2023,Жийп,True,Хайбрид,158000.0,3.0
152,Toyota Aqua,10.0,2012,2017,Суудлын тэрэг,False,Бензин,222500.0,1.0
153,Toyota Noah,34.8,2014,2024,Гэр бүлийн,False,Хайбрид,170000.0,1.0
154,Toyota Vitz,8.0,2012,2017,Суудлын тэрэг,False,Бензин,258252.0,1.0
155,Lexus GS,49.8,2013,2022,Суудлын тэрэг,False,Хайбрид,86000.0,3.0
156,Toyota Rumion,13.8,2009,2019,Суудлын тэрэг,False,Бензин,150000.0,1.0
157,Toyota Sai,23.8,2009,2022,Суудлын тэрэг,False,Хайбрид,156000.0,2.0
158,Toyota Crown,36.0,2013,2022,Суудлын тэрэг,False,Хайбрид,140000.0,2.0
159,Lexus RX,52.0,2009,2023,Жийп,False,Бензин,180000.0,3.0
160,Toyota Prius 20,13.0,2005,2018,Суудлын тэрэг,False,Бензин,13000.0,1.0
161,Автомашин Бусад,90.0,2023,2023,Жийп,False,Хайбрид,50000.0,1.0
162,Toyota Prius 30,24.5,2010,2024,Суудлын тэрэг,False,Хайбрид,107000.0,1.0
163,Lexus HS,30.8,2010,2023,Суудлын тэрэг,False,Хайбрид,120000.0,2.0
164,Toyota Land Cruiser 100,70.0,2007,2013,Жийп,True,Бензин,156800.0,4.0
165,Toyota Prius 40,28.9,2011,2024,Суудлын тэрэг,False,Хайбрид,236000.0,1.0
166,Toyota Prius 20,20.0,2007,2024,Суудлын тэрэг,False,Хайбрид,137700.0,1.0
167,Lexus HS,31.5,2013,2018,Суудлын тэрэг,False,Хайбрид,148000.0,2.0
168,Lexus RX,45.0,2010,2020,Жийп,False,Хайбрид,139000.0,3.0
169,Toyota Sai,21.0,2010,2021,Жийп,False,Бензин,200000.0,2.0
170,Toyota Land Cruiser 200,75.5,2008,2009,Жийп,True,Дизель,100000.0,4.0
171,Toyota Prius 30,23.0,2015,2024,Жийп,False,Хайбрид,142000.0,1.0
172,Hyundai Grace,6.5,2003,2013,Гэр бүлийн,True,Дизель,280000.0,1.0
173,Toyota Harrier,63.0,2014,2023,Жийп,False,Хайбрид,140000.0,2.0
174,Subaru Forester,23.0,2016,2019,Жийп,False,Дизель,100000.0,2.0
175,Toyota Land Cruiser 200,169.0,2016,2017,Жийп,True,Бензин,98000.0,4.0
176,Toyota Land Cruiser Prado,85.0,2012,2022,Жийп,False,Бензин,120000.0,2.0
177,Nissan NV200,14.5,2010,2024,Гэр бүлийн,False,Бензин,190000.0,1.0
178,Lexus NX,87.0,2016,2023,Жийп,False,Бензин,48000.0,2.0
179,Lexus RX,65.0,2013,2022,Жийп,False,Хайбрид,129000.0,3.0
180,BMW 3-сери,15.0,2010,2019,Суудлын тэрэг,False,Бензин,1000.0,2.0
181,Toyota Harrier,59.0,2015,2024,Суудлын тэрэг,False,Хайбрид,103000.0,2.0
182,Toyota Prius 40,29.8,2011,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
183,Toyota Land Cruiser 300,270.0,2022,2022,Жийп,True,Бензин,34000.0,3.0
184,Toyota Prius 40,26.6,2013,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
185,Toyota Crown,83.0,2018,2024,Суудлын тэрэг,False,Хайбрид,97000.0,3.0
186,Toyota Prius 40,44.0,2015,2024,Гэр бүлийн,False,Хайбрид,125000.0,1.0
187,Toyota Prius 40,28.8,2014,2023,Суудлын тэрэг,False,Бензин,207000.0,1.0
188,Toyota Crown,42.0,2015,2023,Суудлын тэрэг,False,Бензин,145000.0,4.0
189,Toyota Prius 20,7.3,2005,2012,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
190,Toyota Prius 20,13.8,2009,2019,Суудлын тэрэг,False,Бензин,179000.0,1.0
191,Toyota Prius 20,13.5,2006,2016,Суудлын тэрэг,False,Бензин,300000.0,1.0
192,Toyota Crown,16.9,2008,2017,Суудлын тэрэг,False,Хайбрид,23000.0,3.0
193,Toyota Prius 30,24.2,2014,2024,Суудлын тэрэг,False,Хайбрид,125000.0,1.0
194,Toyota Land Cruiser 200,125.0,2016,2016,Жийп,True,Дизель,110000.0,4.0
195,Lexus HS,35.0,2010,2023,Суудлын тэрэг,False,Хайбрид,156000.0,2.0
196,Toyota Land Cruiser Prado,63.0,2007,2023,Жийп,False,Бензин,159000.0,2.0
197,BMW Бусад,115.0,2015,2023,Жийп,True,Дизель,82000.0,2.0
198,Toyota Crown,42.0,2014,2023,Суудлын тэрэг,False,Бензин,200000.0,2.0
199,Lexus NX,93.0,2016,2024,Жийп,True,Хайбрид,110000.0,2.0
200,Toyota Mark,82.0,2003,2023,Суудлын тэрэг,False,Бензин,180000.0,2.0
201,Hyundai Sonata,38.8,2017,2024,Суудлын тэрэг,True,Бензин,78000.0,2.0
202,Nissan Serena,12.5,2009,2018,Гэр бүлийн,False,Бензин,279000.0,2.0
203,Toyota Crown,30.5,2012,2024,Суудлын тэрэг,False,Хайбрид,160000.0,3.0
204,Toyota Aqua,16.9,2014,2024,Суудлын тэрэг,False,Хайбрид,158603.0,1.0
205,Toyota Prius 30,19.0,2013,2020,Суудлын тэрэг,False,Цахилгаан,190000.0,1.0
206,Lexus RX,48.0,2009,2022,Жийп,False,Бензин,143000.0,3.0
207,Toyota Sai,25.2,2010,2024,Суудлын тэрэг,False,Хайбрид,140000.0,2.0
208,Toyota Prius 50,42.0,2017,2023,Суудлын тэрэг,False,Цахилгаан,115000000.0,1.0
209,Toyota Alphard,68.0,2013,2024,Гэр бүлийн,False,Хайбрид,170000.0,2.0
210,Subaru Impreza,30.0,2018,2022,Суудлын тэрэг,False,Бензин,102000.0,2.0
211,Toyota Prius 30,13.7,2009,2017,Суудлын тэрэг,False,Бензин,200000.0,1.0
212,Toyota Aqua,17.5,2014,2024,Суудлын тэрэг,False,Бензин,86500.0,1.0
213,Lexus RX,139.0,2017,2024,Жийп,True,Бензин,40000.0,3.0
214,Toyota Prius 40,24.5,2012,2022,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
215,Hyundai Sonata,9.5,2010,2015,Гэр бүлийн,True,Газ,99999.0,2.0
216,Toyota Prius 40,30.5,2012,2024,Суудлын тэрэг,False,Хайбрид,153000.0,1.0
217,Ford Mustang,88.0,2018,2020,Суудлын тэрэг,True,Бензин,30000.0,2.0
218,Toyota Sai,25.5,2010,2023,Суудлын тэрэг,False,Хайбрид,117000.0,2.0
219,Toyota Sai,22.0,2009,2023,Суудлын тэрэг,False,Бензин,184000.0,2.0
220,Mazda CX,35.0,2016,2018,Жийп,True,Бензин,55000.0,2.0
221,Toyota Prius 20,13.0,2005,2019,Суудлын тэрэг,False,Хайбрид,177000.0,1.0
222,Lexus RX,47.0,2009,2021,Гэр бүлийн,False,Бензин,188000.0,4.0
223,Toyota Prius 30,17.0,2009,2019,Суудлын тэрэг,True,Бензин,1000.0,1.0
224,Toyota RAV4,58.0,2016,2024,Жийп,True,Бензин,93000.0,2.0
225,Lexus LX,95.0,2010,2011,Жийп,True,Бензин,120000.0,5.0
226,Nissan X-Trail,34.0,2014,2022,Жийп,False,Бензин,200000.0,2.0
227,Subaru Impreza,30.0,2013,2022,Суудлын тэрэг,False,Бензин,180000.0,2.0
228,Mercedes-Benz GLK-Class,43.8,2009,2019,Жийп,True,Бензин,110000.0,3.0
229,Lexus NX,83.0,2015,2024,Жийп,True,Бензин,79000.0,2.0
230,Toyota Prius 20,12.5,2011,2017,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
231,Toyota Harrier,24.2,2007,2017,Жийп,False,Бензин,123000.0,2.0
232,Hyundai Sonata,22.0,2016,2024,Суудлын тэрэг,True,Газ,110000.0,2.0
233,Lexus RX,45.0,2009,2021,Жийп,False,Бензин,200000.0,3.0
234,Toyota Prius 30,18.5,2011,2020,Суудлын тэрэг,False,Бензин,210000.0,1.0
235,Lexus RX,108.0,2016,2024,Жийп,False,Хайбрид,160000.0,3.0
236,Toyota RAV4,17.5,2008,2017,Жийп,False,Бензин,170000.0,2.0
237,Suzuki Jimny,45.0,2018,2024,Жийп,False,Бензин,156000.0,1.0
238,Mitsubishi Outlander,39.0,2017,2018,Жийп,True,Бензин,48000.0,2.0
239,Toyota Highlander,49.5,2008,2021,Жийп,True,Хайбрид,150000.0,3.0
240,Toyota Prius 30,19.5,2010,2022,Суудлын тэрэг,False,Хайбрид,188000.0,2.0
241,Toyota Harrier,61.0,2014,2024,Жийп,False,Хайбрид,111000.0,2.0
242,Toyota Prius 30,15.3,2010,2020,Суудлын тэрэг,False,Хайбрид,123000.0,1.0
243,Mercedes-Benz E-Class,80.0,2013,2023,Суудлын тэрэг,True,Бензин,64000.0,3.0
244,Toyota Aqua,17.0,2015,2024,Суудлын тэрэг,False,Хайбрид,240000.0,1.0
245,Toyota Prius 30,27.6,2013,2024,Суудлын тэрэг,False,Хайбрид,131000.0,1.0
246,Toyota Prius 30,17.5,2010,2020,Суудлын тэрэг,False,Хайбрид,230000.0,1.0
247,Toyota Sai,26.8,2011,2024,Суудлын тэрэг,False,Хайбрид,160000.0,2.0
248,Toyota 4Runner,128.0,2014,2022,Жийп,True,Бензин,100000.0,4.0
249,Toyota Prius 20,16.5,2005,2021,Суудлын тэрэг,False,Хайбрид,155000.0,1.0
250,Toyota Prius 20,13.1,2008,2018,Суудлын тэрэг,False,Бензин,210000.0,1.0
251,Toyota Aqua,18.0,2014,2024,Суудлын тэрэг,False,Хайбрид,79000.0,1.0
252,Toyota Harrier,65.0,2016,2023,Жийп,False,Бензин,84000.0,2.0
253,Toyota Crown,11.0,2005,2015,Суудлын тэрэг,False,Бензин,227000.0,2.0
254,Toyota Prius 20,10.7,2004,2017,Суудлын тэрэг,False,Бензин,206592.0,1.0
255,Lexus RX,36.0,2010,2019,Жийп,False,Хайбрид,134000.0,3.0
256,Lexus HS,30.0,2011,2011,Суудлын тэрэг,False,Хайбрид,45200.0,2.0
257,Toyota Highlander,30.0,2008,2014,Жийп,True,Хайбрид,112000.0,3.0
258,Lexus RX,103.0,2016,2024,Жийп,False,Хайбрид,120000.0,3.0
259,Toyota Aqua,14.6,2015,2021,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
260,Toyota Land Cruiser 100,35.0,1999,2007,Жийп,True,Бензин,1680000.0,4.0
261,Lexus RX,48.0,2011,2020,Жийп,False,Бензин,68000.0,3.0
262,Toyota Highlander,34.0,2009,2013,Жийп,True,Хайбрид,124000.0,3.0
263,Toyota Sai,24.0,2011,2022,Суудлын тэрэг,True,Бензин,110000.0,2.0
264,Subaru Impreza,9.5,2009,2018,Гэр бүлийн,False,Бензин,200000.0,1.0
265,Toyota Harrier,39.0,2009,2022,Жийп,False,Бензин,160000.0,3.0
266,Toyota Harrier,63.0,2016,2024,Жийп,False,Хайбрид,100000.0,2.0
267,Toyota Prius 40,31.8,2013,2024,Суудлын тэрэг,False,Хайбрид,148000.0,1.0
268,Toyota Sai,21.8,2010,2022,Суудлын тэрэг,False,Хайбрид,140000.0,2.0
269,BMW 3-сери,14.0,2004,2011,Гэр бүлийн,True,Бензин,790000.0,3.0
270,Geely Coolray,70.0,2023,2023,Суудлын тэрэг,True,Бензин,4000.0,1.0
271,Toyota Aqua,13.5,2014,2020,Суудлын тэрэг,False,Бензин,200000.0,2.0
272,Nissan X-Trail,20.0,2010,2020,Жийп,False,Бензин,140000.0,2.0
273,Toyota Sai,16.0,2010,2017,Суудлын тэрэг,False,Бензин,200000.0,2.0
274,Lexus LX,320.0,2019,2022,Жийп,True,Бензин,56200.0,5.0
275,Mercedes-Benz C-Class,99.0,2019,2023,Суудлын тэрэг,False,Бензин,2000.0,2.0
276,Toyota Prius 20,9.0,2004,2016,Суудлын тэрэг,False,Хайбрид,1626388.0,1.0
277,Toyota Prius 20,13.8,2006,2020,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
278,Lexus GS,16.0,2008,2019,Суудлын тэрэг,False,Хайбрид,16000.0,3.0
279,Toyota Estima,21.8,2010,2022,Гэр бүлийн,False,Хайбрид,222900.0,2.0
280,Toyota Prius 30,18.5,2010,2020,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
281,Toyota Alphard,21.0,2008,2019,Гэр бүлийн,False,Хайбрид,50000.0,2.0
282,Toyota Prius 30,17.5,2012,2019,Суудлын тэрэг,False,Хайбрид,1000.0,1.0
283,Ford Ranger,68.0,2016,2021,Жийп,False,Дизель,28000.0,3.0
284,Toyota Camry,51.0,2018,2024,Суудлын тэрэг,False,Хайбрид,150000.0,2.0
285,Lexus RX,85.0,2015,2022,Жийп,True,Бензин,70000.0,3.0
286,Toyota Prius 20,21.0,2008,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
287,Audi A6,45.0,2014,2024,Суудлын тэрэг,False,Бензин,65000.0,2.0
288,Toyota Prius 30,27.0,2014,2024,Суудлын тэрэг,False,Хайбрид,168000.0,1.0
289,Hyundai Starex,25.0,2009,2024,Суудлын тэрэг,True,Дизель,200000.0,2.0
290,Subaru Legacy,21.0,2013,2022,Суудлын тэрэг,False,Бензин,196000.0,2.0
291,Lexus NX,69.8,2016,2024,Гэр бүлийн,False,Хайбрид,145000.0,2.0
292,Toyota Harrier,34.5,2005,2020,Жийп,False,Хайбрид,166000.0,3.0
293,Lexus RX,88.0,2014,2023,Жийп,True,Бензин,104000.0,3.0
294,Toyota Harrier,47.5,2008,2024,Жийп,False,Хайбрид,66000.0,3.0
295,Toyota Alphard,36.0,2007,2024,Гэр бүлийн,False,Бензин,103000.0,3.0
296,Toyota Prius 30,24.9,2012,2024,Суудлын тэрэг,False,Хайбрид,261000.0,1.0
297,Toyota Prius 20,22.3,2008,2024,Суудлын тэрэг,False,Хайбрид,140000.0,1.0
298,BMW 5-сери,23.0,2010,2020,Суудлын тэрэг,False,Бензин,172500.0,2.0
299,Nissan X-Trail,21.5,2009,2019,Жийп,False,Дизель,168000.0,2.0
300,Toyota Prius 40,28.5,2012,2024,Суудлын тэрэг,False,Хайбрид,130000.0,1.0
301,Toyota Prius 20,15.6,2006,2021,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
302,Chevrolet Captiva Sport,17.0,2009,2011,Жийп,True,Бензин,120000.0,2.0
303,Nissan GT-R,450.0,2017,2017,Суудлын тэрэг,True,Бензин,2000.0,3.0
304,Toyota Camry,35.0,2017,2022,Суудлын тэрэг,False,Бензин,82000.0,2.0
305,Toyota Premio,17.0,2009,2018,Суудлын тэрэг,False,Бензин,186000.0,1.0
306,Toyota Prius 30,17.0,2011,2018,Суудлын тэрэг,False,Хайбрид,50000.0,1.0
307,Toyota Prius 50,39.5,2016,2024,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
308,Lexus NX,78.5,2016,2024,Жийп,False,Хайбрид,101000.0,2.0
309,Toyota Prius 30,15.0,2010,2019,Суудлын тэрэг,False,Хайбрид,272489.0,1.0
310,Toyota Prius 30,22.0,2010,2022,Суудлын тэрэг,False,Бензин,170000.0,1.0
311,Toyota Prius 30,14.0,2010,2017,Суудлын тэрэг,False,Хайбрид,230000.0,1.0
312,Hyundai Sonata,10.0,2012,2018,Суудлын тэрэг,True,Газ,500000.0,2.0
313,Toyota Prius 30,14.0,2010,2016,Суудлын тэрэг,False,Бензин,44000.0,1.0
314,Lexus RX,49.8,2022,2022,Жийп,False,Хайбрид,140000.0,3.0
315,Toyota Prius 30,22.9,2012,2024,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
316,Toyota Harrier,39.0,2007,2022,Жийп,False,Цахилгаан,250000.0,3.0
317,Toyota Prius 40,29.5,2011,2024,Гэр бүлийн,False,Хайбрид,131000.0,1.0
318,Lexus RX,52.0,2011,2020,Жийп,True,Бензин,78000.0,3.0
319,Toyota Prius 30,26.0,2014,2024,Суудлын тэрэг,False,Бензин,140000.0,1.0
320,Toyota Crown,45.5,2014,2020,Суудлын тэрэг,False,Хайбрид,150000.0,3.0
321,Honda CR-Z,12.5,2011,2020,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
322,Toyota Aqua,10.5,2012,2018,Суудлын тэрэг,False,Хайбрид,147540.0,1.0
323,Lexus RX,45.0,2010,2017,Жийп,True,Бензин,101215.0,4.0
324,Toyota Prius 20,15.0,2006,2020,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
325,Nissan Caravan,39.8,2016,2024,Жийп,False,Дизель,190600.0,2.0
326,Ford Escape,17.0,2010,2019,Жийп,False,Бензин,110000.0,2.0
327,Toyota Alphard,14.5,2005,2014,Гэр бүлийн,False,Хайбрид,200000.0,2.0
328,Toyota Prius 30,24.9,2014,2024,Суудлын тэрэг,False,Хайбрид,29000.0,1.0
329,Toyota Sai,25.5,2010,2023,Суудлын тэрэг,False,Хайбрид,153000.0,2.0
330,Toyota Prius 40,27.8,2012,2024,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
331,Toyota 4Runner,130.0,2017,2023,Жийп,True,Бензин,61000.0,4.0
332,Lexus RX,72.0,2014,2023,Жийп,False,Хайбрид,199000.0,3.0
333,Toyota Prius 40,23.0,2012,2019,Суудлын тэрэг,False,Хайбрид,195000.0,1.0
334,Toyota Prius 20,10.0,2003,2016,Суудлын тэрэг,False,Бензин,280000.0,1.0
335,Toyota Kluger,64.0,2014,2023,Жийп,False,Хайбрид,50000.0,3.0
336,Toyota Prius 30,25.5,2014,2024,Суудлын тэрэг,False,Хайбрид,80340.0,1.0
337,Toyota Land Cruiser Prado,123.0,2017,2024,Жийп,False,Бензин,76000.0,2.0
338,Nissan Tiida,4.0,2005,2010,Суудлын тэрэг,False,Бензин,200000.0,1.0
339,Toyota Prius 40,32.6,2014,2024,Суудлын тэрэг,False,Хайбрид,107000.0,1.0
340,Toyota Prius 50,33.0,2016,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
341,Toyota Camry,24.5,2012,2020,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
342,Toyota Prius 20,14.0,2006,2019,Суудлын тэрэг,False,Бензин,160000.0,1.0
343,Lexus NX,94.0,2017,2024,Жийп,True,Хайбрид,86000.0,2.0
344,Subaru XV Crosstrek,32.0,2012,2023,Суудлын тэрэг,True,Бензин,66600.0,2.0
345,Toyota Prius 30,28.0,2013,2022,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
346,Toyota Camry,38.0,2014,2024,Суудлын тэрэг,False,Хайбрид,110000.0,2.0
347,Toyota Prius 40,34.0,2015,2024,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
348,Kia Optima/K5,19.5,2015,2024,Суудлын тэрэг,True,Газ,123000.0,1.0
349,Toyota Harrier,38.0,2006,2022,Жийп,False,Хайбрид,97000.0,3.0
350,Subaru WRX STI,60.0,2017,2019,Суудлын тэрэг,False,Бензин,50000.0,2.0
351,Lexus GS,17.0,2006,2013,Суудлын тэрэг,True,Бензин,150000.0,3.0
352,Toyota Camry,49.0,2018,2024,Суудлын тэрэг,False,Хайбрид,190000.0,2.0
353,Toyota Crown,31.0,2012,2021,Суудлын тэрэг,False,Бензин,190000.0,2.0
354,Lexus RX,65.0,2012,2022,Жийп,False,Бензин,175000.0,3.0
355,Toyota Prius 20,13.2,2007,2016,Суудлын тэрэг,False,Хайбрид,250000.0,1.0
356,Toyota Prius 40,30.8,2013,2024,Гэр бүлийн,False,Хайбрид,153000.0,1.0
