,mark,price,produced_year,imported_year,type,hurd,hodolguur,distance_num,motor_vol
3993,Toyota Sai,22.0,2012,2021,Суудлын тэрэг,False,Хайбрид,160000.0,2.0
3994,Nissan Juke,13.9,2013,2018,Жийп,False,Бензин,118900.0,1.0
3995,Toyota Prius 40,27.5,2014,2022,Суудлын тэрэг,False,Хайбрид,400288.0,1.0
3996,Jeep Cherokee,45.0,2014,2024,Жийп,False,Бензин,100410.0,3.0
3997,Toyota Prius 40,28.5,2013,2024,Гэр бүлийн,False,Хайбрид,141000.0,1.0
3998,Subaru Forester,42.5,2011,2024,Жийп,False,Бензин,83000.0,2.0
3999,Toyota Camry,28.0,2012,2022,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
4000,Lexus HS,35.8,2010,2024,Суудлын тэрэг,False,Хайбрид,1380000.0,2.0
4001,Lexus HS,31.8,2010,2024,Суудлын тэрэг,False,Хайбрид,113000.0,2.0
4002,Toyota Land Cruiser 200,120.0,2014,2014,Жийп,True,Дизель,83000.0,4.0
4003,Toyota Camry,35.5,2014,2024,Суудлын тэрэг,False,Хайбрид,155000.0,2.0
4004,Toyota Ist,4.0,2003,2012,Суудлын тэрэг,False,Бензин,999999.0,1.0
4005,Subaru Forester,30.0,2013,2021,Жийп,False,Бензин,130000.0,2.0
4006,Lexus LX,58.0,2006,2010,Жийп,True,Бензин,165000.0,4.0
4007,Toyota Aqua,14.5,2016,2021,Суудлын тэрэг,False,Хайбрид,1000.0,1.0
4008,Toyota Prius 20,12.0,2006,2017,Суудлын тэрэг,False,Цахилгаан,70000.0,1.0
4009,Toyota Prius 40,21.5,2011,2018,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
4010,Toyota Prius 40,24.8,2012,2022,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
4011,Toyota Aqua,13.5,2013,2020,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
4012,Toyota Prius 20,11.0,2005,2016,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
4013,Toyota Aqua,16.4,2014,2023,Суудлын тэрэг,False,Хайбрид,185000.0,1.0
4014,Lexus RX,86.0,2015,2024,Жийп,True,Бензин,96000.0,3.0
4015,Toyota Estima,20.0,2009,2019,Гэр бүлийн,False,Бензин,186000.0,2.0
4016,Toyota Hilux,85.0,2009,2021,Гэр бүлийн,False,Дизель,100000.0,3.0
4017,Suzuki Jimny,50.0,2020,2020,Жийп,True,Бензин,24000.0,1.0
4018,Mercedes-Benz GLA-Class,260.0,2019,2019,Жийп,True,Бензин,11000.0,2.0
4019,Toyota Sai,26.5,2011,2022,Суудлын тэрэг,False,Бензин,2100000.0,2.0
4020,Toyota Sai,23.5,2010,2023,Суудлын тэрэг,False,Хайбрид,188000.0,2.0
4021,Toyota Harrier,33.0,2005,2021,Жийп,False,Хайбрид,180000.0,3.0
4022,Toyota Land Cruiser Prado,105.0,2016,2024,Жийп,False,Бензин,59000.0,2.0
4023,Toyota Crown,44.7,2015,2023,Суудлын тэрэг,False,Хайбрид,158500.0,2.0
4024,Toyota Prius 40,27.3,2011,2024,Суудлын тэрэг,False,Хайбрид,65000.0,1.0
4025,Nissan Note,9.0,2010,2019,Суудлын тэрэг,False,Бензин,189604.0,1.0
4026,Toyota Prius 20,17.5,2008,2022,Суудлын тэрэг,False,Бензин,170000.0,1.0
4027,Toyota Aqua,13.8,2015,2020,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
4028,Toyota Alphard,14.0,2005,2014,Гэр бүлийн,False,Хайбрид,260000.0,2.0
4029,Toyota Aqua,17.8,2012,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
4030,Toyota Voxy,37.7,2015,2024,Гэр бүлийн,False,Хайбрид,155444.0,1.0
4031,Nissan Juke,21.0,2012,2022,Жийп,False,Бензин,90000.0,1.0
4032,Toyota Prius 30,20.7,2011,2024,Суудлын тэрэг,False,Хайбрид,190000.0,1.0
4033,Toyota Prius 30,25.0,2011,2020,Суудлын тэрэг,False,Бензин,245000.0,1.0
4034,Toyota Prius 30,24.5,2014,2024,Суудлын тэрэг,False,Бензин,120000.0,1.0
4035,Toyota Prius 20,11.5,2004,2016,Суудлын тэрэг,False,Бензин,270000.0,1.0
4036,Toyota Ractis,12.5,2011,2019,Суудлын тэрэг,False,Бензин,160000.0,1.0
4037,Toyota Harrier,28.0,2008,2018,Жийп,False,Бензин,180000000.0,2.0
4038,Toyota Sai,22.0,2009,2022,Суудлын тэрэг,False,Бензин,129000.0,2.0
4039,Toyota Harrier,38.8,2006,2023,Суудлын тэрэг,False,Хайбрид,35000.0,3.0
4040,Toyota Sai,32.0,2014,2022,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
4041,Toyota Prius 30,27.8,2014,2024,Суудлын тэрэг,False,Хайбрид,112000.0,1.0
4042,Toyota Kluger,11.5,2005,2013,Суудлын тэрэг,False,Бензин,1000.0,2.0
4043,Toyota Ractis,15.5,2013,2022,Суудлын тэрэг,False,Бензин,100000.0,1.0
4044,Toyota Land Cruiser Prado,75.0,2012,2021,Жийп,False,Бензин,140000.0,2.0
4045,Toyota Highlander,108.0,2019,2021,Жийп,True,Бензин,50000.0,2.0
4046,Toyota Mark,13.0,2009,2018,Суудлын тэрэг,False,Бензин,50000.0,2.0
4047,Toyota Harrier,56.0,2014,2021,Жийп,False,Хайбрид,165000.0,2.0
4048,Lexus HS,33.0,2011,2023,Суудлын тэрэг,False,Хайбрид,154000.0,2.0
4049,Nissan Fuga,25.0,2013,2023,Суудлын тэрэг,False,Хайбрид,220000.0,3.0
4050,Toyota Prius 30,20.0,2010,2022,Суудлын тэрэг,False,Бензин,184000.0,1.0
4051,Toyota Prius 20,22.5,2008,2023,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
4052,Toyota Harrier,28.5,2009,2018,Жийп,False,Хайбрид,200000.0,3.0
4053,Toyota Camry,35.3,2015,2024,Гэр бүлийн,False,Хайбрид,131000.0,2.0
4054,Toyota Prius 30,25.8,2013,2023,Суудлын тэрэг,False,Бензин,1240000.0,1.0
4055,Toyota Prius 20,11.5,2007,2018,Суудлын тэрэг,False,Хайбрид,26000.0,1.0
4056,Toyota Prius 20,13.8,2007,2017,Суудлын тэрэг,False,Хайбрид,148903.0,1.0
4057,Geely Coolray,40.0,2021,2024,Суудлын тэрэг,True,Бензин,130000.0,1.0
4058,Toyota Prius 40,32.5,2013,2024,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
4059,Toyota Prius 30,16.5,2009,2018,Суудлын тэрэг,False,Хайбрид,166000.0,1.0
4060,Toyota Crown,40.0,2015,2023,Суудлын тэрэг,False,Хайбрид,133000.0,3.0
4061,Toyota Prius 20,14.5,2008,2018,Суудлын тэрэг,False,Хайбрид,166000.0,1.0
4062,Nissan Juke,18.0,2012,2020,Жийп,False,Бензин,160000.0,1.0
4063,Toyota Prius 20,8.8,2006,2013,Суудлын тэрэг,False,Бензин,1500000.0,1.0
4064,Toyota Prius 30,21.0,2009,2023,Суудлын тэрэг,False,Бензин,185000.0,1.0
4065,Toyota Kluger,25.5,2007,2019,Жийп,False,Хайбрид,243000.0,3.0
4066,Toyota Prius 40,28.8,2014,2024,Суудлын тэрэг,False,Хайбрид,188000.0,1.0
4067,SsangYong Rodius Stavic,28.5,2014,2023,Гэр бүлийн,True,Дизель,200000.0,1.0
4068,Toyota Prius 30,19.5,2013,2021,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
4069,Toyota Prius 40,28.0,2011,2024,Суудлын тэрэг,False,Бензин,128000.0,1.0
4070,Toyota Mark,9.5,2008,2014,Суудлын тэрэг,False,Бензин,170000.0,2.0
4071,Toyota Prius 40,25.0,2013,2020,Суудлын тэрэг,False,Бензин,200000.0,1.0
4072,Mercedes-Benz GL-Class,138.0,2019,2020,Жийп,True,Бензин,41000.0,2.0
4073,Toyota Prius 40,29.6,2017,2024,Суудлын тэрэг,False,Хайбрид,301340.0,1.0
4074,Toyota Prius 40,28.0,2012,2023,Гэр бүлийн,False,Хайбрид,130000.0,1.0
4075,Toyota Sai,27.0,2012,2024,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
4076,Nissan Cube,11.0,2012,2021,Суудлын тэрэг,False,Бензин,160000.0,1.0
4077,Hyundai Starex,16.0,2011,2019,Гэр бүлийн,True,Дизель,200000.0,2.0
4078,Toyota Hilux,53.0,2007,2022,Жийп,False,Бензин,200000.0,2.0
4079,Toyota Land Cruiser Prado,97.0,2014,2022,Жийп,False,Бензин,104636.0,2.0
4080,Toyota Vellfire,35.0,2012,2019,Гэр бүлийн,False,Хайбрид,200000.0,2.0
4081,Toyota Vitz,5.0,2009,2017,Суудлын тэрэг,False,Бензин,134000.0,1.0
4082,Toyota Prius 30,20.3,2009,2022,Суудлын тэрэг,False,Хайбрид,161000.0,1.0
4083,Toyota Highlander,100.0,2016,2019,Жийп,True,Хайбрид,190000.0,3.0
4084,Nissan Juke,21.0,2011,2021,Жийп,False,Бензин,126000.0,1.0
4085,Toyota Camry,47.0,2018,2024,Суудлын тэрэг,False,Хайбрид,148000.0,2.0
4086,Toyota Prius 30,24.5,2014,2024,Суудлын тэрэг,False,Бензин,120000.0,1.0
4087,Toyota Harrier,38.0,2006,2022,Гэр бүлийн,False,Бензин,200000.0,3.0
4088,Lexus HS,31.0,2009,2024,Суудлын тэрэг,False,Бензин,75000.0,1.0
4089,Toyota Fielder,19.5,2015,2020,Суудлын тэрэг,False,Бензин,165000.0,1.0
4090,Toyota Crown,98.0,2020,2024,Суудлын тэрэг,False,Бензин,20000.0,2.0
4091,Toyota Prius 40,38.0,2015,2024,Суудлын тэрэг,False,Хайбрид,215000.0,1.0
4092,Toyota Crown,145.0,2023,2024,Суудлын тэрэг,False,Хайбрид,8000.0,2.0
4093,Toyota Camry,29.5,2012,2022,Суудлын тэрэг,False,Хайбрид,160000.0,2.0
4094,Toyota Noah,36.0,2015,2024,Гэр бүлийн,False,Бензин,150000.0,2.0
4095,Toyota Fielder,18.5,2013,2022,Суудлын тэрэг,False,Хайбрид,152000.0,1.0
4096,Toyota Prius 30,19.8,2012,2021,Суудлын тэрэг,False,Хайбрид,156000.0,1.0
4097,Toyota RAV4,79.0,2021,2023,Жийп,False,Хайбрид,27800.0,2.0
4098,Nissan X-Trail,24.8,2013,2023,Суудлын тэрэг,False,Бензин,153000.0,2.0
4099,Toyota Prius 40,25.0,2012,2022,Гэр бүлийн,False,Хайбрид,1111111.0,1.0
4100,Toyota Aqua,17.0,2013,2024,Суудлын тэрэг,False,Хайбрид,120000.0,1.0
4101,Toyota Auris,8.3,2005,2013,Суудлын тэрэг,False,Бензин,200000.0,1.0
4102,Nissan X-Trail,17.0,2009,2018,Жийп,False,Бензин,150000.0,2.0
4103,Honda Insight,6.8,2009,2019,Суудлын тэрэг,False,Хайбрид,170000.0,1.0
4104,Toyota Prius 30,20.0,2013,2022,Суудлын тэрэг,False,Бензин,100000.0,1.0
4105,Toyota Land Cruiser 100,49.0,2006,2007,Жийп,True,Бензин,210000.0,4.0
4106,Toyota Land Cruiser 200,237.0,2017,2017,Жийп,True,Бензин,90000.0,4.0
4107,Toyota Land Cruiser 200,189.0,2020,2024,Жийп,False,Бензин,55000.0,4.0
4108,Toyota Land Cruiser Prado,92.0,2016,2019,Жийп,False,Бензин,8000.0,2.0
4109,Toyota Harrier,72.8,2018,2024,Жийп,False,Хайбрид,140000.0,2.0
4110,Toyota Prius 30,21.0,2010,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
4111,Nissan Patrol,120.0,2016,2016,Жийп,True,Бензин,130000.0,5.0
4112,Lexus RX,58.0,2012,2022,Жийп,False,Хайбрид,130000.0,3.0
4113,Toyota Prius 50,31.0,2016,2024,Суудлын тэрэг,False,Хайбрид,122000.0,1.0
4114,Toyota Prius 30,14.5,2010,2017,Суудлын тэрэг,False,Бензин,300000.0,1.0
4115,Toyota Prius 40,28.0,2013,2023,Суудлын тэрэг,False,Хайбрид,143700.0,1.0
4116,Toyota Probox,12.0,2014,2019,Суудлын тэрэг,False,Бензин,150000.0,1.0
4117,Toyota Sai,17.0,2011,2018,Суудлын тэрэг,False,Бензин,134000.0,2.0
4118,Nissan Cube,8.0,2013,2018,Суудлын тэрэг,False,Бензин,113000.0,1.0
4119,Toyota Alphard,21.5,2007,2020,Гэр бүлийн,False,Хайбрид,200000.0,2.0
4120,Lexus RX,75.0,2013,2024,Жийп,False,Хайбрид,110000.0,3.0
4121,Toyota Passo,10.2,2013,2019,Суудлын тэрэг,False,Бензин,130000.0,1.0
4122,Toyota Prius 30,17.3,2010,2018,Суудлын тэрэг,False,Хайбрид,225000.0,1.0
4123,Toyota Prius 30,26.0,2014,2024,Суудлын тэрэг,False,Хайбрид,117000.0,1.0
4124,Toyota Camry,29.0,2014,2022,Суудлын тэрэг,False,Хайбрид,135000.0,2.0
4125,Lexus RX,128.0,2018,2018,Жийп,True,Бензин,50000.0,3.0
4126,Mercedes-Benz Бусад,145.0,2020,2024,Жийп,True,Бензин,130148.0,2.0
4127,Suzuki Jimny,66.0,2023,2023,Жийп,True,Бензин,5800.0,1.0
4128,Toyota Aqua,18.0,2015,2023,Суудлын тэрэг,False,Хайбрид,108000.0,1.0
4129,Audi A6,48.0,2016,2021,Суудлын тэрэг,False,Бензин,100000.0,2.0
4130,Toyota Corolla,3.5,1999,2001,Суудлын тэрэг,False,Бензин,200000.0,1.0
4131,Lexus GS,45.5,2012,2024,Суудлын тэрэг,False,Хайбрид,150000.0,3.0
4132,Mitsubishi Delica,14.8,2007,2012,Гэр бүлийн,False,Бензин,230000.0,2.0
4133,Lexus NX,75.0,2016,2024,Жийп,False,Хайбрид,85000.0,2.0
4134,Toyota Crown,47.0,2015,2022,Суудлын тэрэг,False,Бензин,137000.0,2.0
4135,Honda CR-V,10.0,2002,2012,Жийп,False,Бензин,189000.0,2.0
4136,Toyota Land Cruiser Prado,83.0,2010,2024,Жийп,False,Бензин,130000.0,2.0
4137,Toyota Corolla,20.0,2018,2020,Суудлын тэрэг,False,Бензин,60000.0,1.0
4138,Toyota Aqua,16.8,2017,2024,Суудлын тэрэг,False,Хайбрид,200000.0,1.0
4139,Lexus RX,77.0,2013,2024,Жийп,True,Хайбрид,81000.0,3.0
4140,Toyota Aqua,15.0,2012,2021,Суудлын тэрэг,False,Бензин,139765.0,1.0
4141,Toyota Prius 40,26.0,2013,2024,Суудлын тэрэг,False,Хайбрид,160000.0,1.0
4142,Toyota Sai,32.5,2014,2024,Суудлын тэрэг,False,Хайбрид,148000.0,2.0
4143,Toyota Prius 40,35.5,2012,2024,Суудлын тэрэг,False,Хайбрид,106000.0,1.0
4144,Lexus RX,42.5,2007,2022,Жийп,True,Бензин,182000.0,3.0
4145,Toyota Prius 40,25.0,2013,2020,Гэр бүлийн,False,Хайбрид,157000.0,1.0
4146,Mercedes-Benz E-Class,124.9,2024,2017,Суудлын тэрэг,False,Бензин,58000.0,2.0
4147,Suzuki Escudo,33.0,2013,2022,Жийп,False,Бензин,130000.0,2.0
4148,Toyota Prius 30,25.5,2011,2023,Суудлын тэрэг,True,Хайбрид,80000.0,1.0
4149,Toyota Prius 40,32.0,2012,2023,Гэр бүлийн,False,Хайбрид,120000.0,1.0
4150,Mercedes-Benz E-Class,13.0,2005,2012,Суудлын тэрэг,True,Бензин,200000.0,3.0
4151,Toyota Land Cruiser 77,140.0,2023,2024,Жийп,True,Бензин,4000.0,3.0
4152,Toyota Alphard,26.5,2006,2023,Гэр бүлийн,False,Хайбрид,215000.0,2.0
4153,Toyota Crown,42.0,2013,2024,Суудлын тэрэг,False,Хайбрид,200000.0,2.0
4154,Toyota Sai,36.0,2014,2024,Суудлын тэрэг,False,Хайбрид,94000.0,2.0
4155,Hyundai Grandeur,49.0,2019,2023,Суудлын тэрэг,True,Газ,157000.0,2.0
4156,Hyundai Sonata,25.0,2016,2024,Суудлын тэрэг,True,Газ,150000.0,2.0
4157,Toyota Sai,23.0,2011,2022,Суудлын тэрэг,False,Бензин,160000.0,2.0
4158,Toyota Aqua,13.2,2013,2021,Суудлын тэрэг,False,Бензин,260000.0,1.0
4159,Hyundai Sonata,8.0,2010,2015,Суудлын тэрэг,True,Газ,300000.0,2.0
4160,Toyota Progres,2.5,2004,2013,Суудлын тэрэг,False,Бензин,321000.0,2.0
4161,Toyota Land Cruiser 100,48.0,2006,2011,Жийп,True,Бензин,138900.0,4.0
4162,Toyota Prius 30,18.8,2012,2021,Суудлын тэрэг,False,Хайбрид,250000.0,1.0
4163,Toyota Land Cruiser Prado,65.0,2007,2023,Жийп,False,Бензин,1300000.0,4.0
4164,Nissan X-Trail,24.0,2014,2019,Жийп,False,Бензин,220000.0,2.0
4165,Toyota Alphard,22.0,2006,2020,Гэр бүлийн,False,Хайбрид,104800.0,2.0
4166,Mitsubishi Challenger,3.0,1999,2000,Жийп,False,Дизель,999999.0,2.0
4167,Toyota Camry,59.0,2017,2023,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
4168,Toyota Land Cruiser Prado,60.0,2003,2021,Жийп,False,Бензин,160000.0,3.0
4169,Toyota Vellfire,35.0,2008,2023,Гэр бүлийн,False,Бензин,88000.0,2.0
4170,Toyota Camry,9.5,2007,2014,Суудлын тэрэг,False,Бензин,170000.0,2.0
4171,Toyota Harrier,24.0,2006,2015,Жийп,False,Хайбрид,200000.0,3.0
4172,Toyota Prius 20,22.0,2008,2024,Суудлын тэрэг,False,Хайбрид,37000.0,1.0
4173,Subaru WRX,26.0,2004,2015,Суудлын тэрэг,False,Бензин,200000.0,2.0
4174,Toyota Prius 20,10.8,2006,2016,Суудлын тэрэг,False,Хайбрид,240000.0,1.0
4175,Toyota RAV4,79.9,2020,2023,Суудлын тэрэг,False,Хайбрид,59000.0,2.0
4176,Suzuki Grand Vitara,17.0,2007,2007,Жийп,True,Бензин,180000.0,2.0
4177,Toyota Prius 20,12.8,2008,2019,Суудлын тэрэг,False,Хайбрид,180000.0,1.0
4178,Toyota Prius 30,25.0,2014,2024,Суудлын тэрэг,False,Бензин,90000.0,1.0
4179,Toyota Prius 20,10.5,2004,2016,Суудлын тэрэг,False,Хайбрид,300000.0,1.0
4180,Toyota Prius 30,25.5,2012,2023,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
4181,Nissan Murano,24.0,2012,2021,Жийп,False,Бензин,160000.0,2.0
4182,Toyota Prius 30,13.2,2010,2017,Суудлын тэрэг,False,Бензин,230000.0,1.0
4183,Nissan Pathfinder,18.0,2006,2006,Жийп,False,Дизель,160000.0,2.0
4184,Toyota Land Cruiser Prado,70.0,2010,2019,Жийп,False,Бензин,120000.0,2.0
4185,Lexus RX,100.0,2016,2022,Жийп,True,Хайбрид,150000.0,3.0
4186,Toyota Prius 20,13.5,2010,2015,Суудлын тэрэг,False,Бензин,210000.0,1.0
4187,Volkswagen Бусад,90.0,2019,2020,Жийп,True,Дизель,60000.0,2.0
4188,Toyota Prius 40,26.3,2012,2021,Суудлын тэрэг,False,Хайбрид,141400.0,1.0
4189,Toyota Prius 20,10.5,2004,2016,Суудлын тэрэг,False,Бензин,200000.0,1.0
4190,Toyota Prius 20,13.0,2005,2019,Суудлын тэрэг,False,Бензин,105000.0,2.0
4191,Toyota Prius 30,17.5,2011,2021,Суудлын тэрэг,False,Бензин,200000.0,1.0
4192,Toyota Harrier,64.0,2014,2024,Жийп,False,Хайбрид,104000.0,2.0
4193,Lexus RX,69.0,2012,2023,Гэр бүлийн,True,Хайбрид,120000.0,4.0
4194,Mercedes-Benz SLK-Class,7.0,1999,2007,Суудлын тэрэг,True,Бензин,160000.0,2.0
4195,Honda Civic,5.9,2006,2017,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
4196,Lexus LX,24.0,2017,2018,Жийп,True,Бензин,104000.0,5.0
4197,Mazda Бусад,23.0,2010,2019,Гэр бүлийн,False,Бензин,200000.0,2.0
4198,Toyota Aqua,8.2,2013,2018,Суудлын тэрэг,False,Хайбрид,2200000.0,1.0
4199,Toyota Prius 50,31.7,2016,2024,Суудлын тэрэг,False,Хайбрид,130000.0,1.0
4200,Kia Optima/K5,22.5,2015,2024,Суудлын тэрэг,True,Газ,131360.0,2.0
4201,Toyota Prius 40,30.0,2012,2024,Суудлын тэрэг,False,Хайбрид,138000.0,1.0
4202,Toyota Prius 20,15.6,2008,2021,Суудлын тэрэг,False,Хайбрид,96000.0,
4203,Toyota Prius 30,20.9,2010,2024,Суудлын тэрэг,False,Бензин,251000.0,1.0
4204,Toyota Prius 30,22.0,2010,2022,Суудлын тэрэг,False,Хайбрид,135000.0,1.0
4205,Mercedes-Benz G-Class,65.0,2002,2012,Жийп,True,Бензин,100000.0,5.0
4206,Toyota Prius 40,26.0,2013,2021,Суудлын тэрэг,False,Хайбрид,150000.0,1.0
4207,Toyota Sai,30.0,2014,2022,Суудлын тэрэг,False,Хайбрид,156915.0,2.0
4208,Toyota Crown,35.0,2013,2022,Суудлын тэрэг,False,Хайбрид,110000.0,2.0
4209,Toyota Prius 30,18.0,2009,2021,Суудлын тэрэг,False,Хайбрид,1000.0,1.0
4210,Lexus GS,50.0,2013,2023,Суудлын тэрэг,False,Хайбрид,170000.0,2.0
4211,Hyundai Starex,44.5,2017,2024,Гэр бүлийн,True,Дизель,95000.0,2.0
4212,Toyota Prius 20,11.8,2006,2017,Суудлын тэрэг,False,Хайбрид,228000.0,1.0
4213,Toyota Aqua,14.5,2015,2021,Суудлын тэрэг,False,Бензин,168000.0,1.0
4214,Toyota Premio,23.0,2012,2020,Суудлын тэрэг,False,Бензин,90000.0,1.0
4215,BMW X3,27.0,2011,2019,Жийп,True,Дизель,120000.0,1.0
4216,Toyota Land Cruiser Prado,60.0,2004,2023,Жийп,False,Бензин,100000.0,4.0
4217,Toyota Vellfire,89.0,2017,2024,Гэр бүлийн,False,Хайбрид,95000.0,2.0
